Nation,Total Units,Total Fatalities,Total Serious Injuries,Total Minor Injuries,Year,Month,Day,Time,Speed Limit,Moisture,Adverse Weather Conditions,DayNight,Crash Type,Crash Severity,Alcohol Related ,Drug Related
US, 2, 0, 0, 0, 2017, April, Wednesday, 3:39 pm, 40, Dry, N, Daylight, Rear End, Not Injured, N, N
US, 2, 0, 0, 0, 2017, April, Wednesday, 9:20 pm, 40, Dry, N, Night, Side Swipe, Not Injured, N, N
US, 2, 0, 0, 1, 2017, April, Wednesday, 10:30 pm, 40, Dry, N, Night, Rear End, Minor Injury, N, N
US, 2, 0, 0, 1, 2017, April, Thursday, 12:17 am, 40, Wet, Y, Daylight, Rear End, Minor Injury, N, N
US, 2, 0, 0, 1, 2017, April, Wednesday, 10:36 am, 60, Dry, N, Daylight, Right Angle, Minor Injury, N, N
US, 2, 0, 0, 0, 2017, April, Thursday, 8:22 am, 40, Dry, N, Daylight, Right Angle, Minor Injury, N, N
US, 2, 0, 0, 0, 2017, April, Thursday, 1:10 pm, 40, Dry, N, Daylight, Rear End, Minor Injury, N, N
US, 2, 0, 0, 1, 2017, April, Thursday, 3:20 pm, 40, Dry, N, Daylight, Right Angle, Minor Injury, N, N
US, 2, 0, 0, 0, 2017, April, Thursday, 5:00 pm, 90, Dry, N, Daylight, Rear End, Not Injured, N, N
US, 2, 0, 0, 0, 2017, April, Thursday, 3:16 pm, 60, Dry, N, Daylight, Right Angle, Minor Injury, N, N
US, 2, 0, 0, 2, 2017, April, Thursday, 5:38 pm, 60, Dry, N, Daylight, Right Angle, Minor Injury, N, N
US, 2, 0, 1, 3, 2017, April, Thursday, 4:27 pm, 60, Dry, N, Daylight, Head On, Major Injury, N, N
US, 2, 0, 0, 0, 2017, April, Thursday, 6:15 pm, 40, Dry, N, Daylight, Head On, Not Injured, N, N
US, 2, 0, 0, 0, 2017, April, Friday, 1:08 am, 40, Dry, N, Night, Hit Pedestrian, Minor Injury, N, N
US, 2, 0, 1, 0, 2017, April, Thursday, 9:56 pm, 40, Dry, N, Night, Right Angle, Major Injury, Y, N
US, 2, 0, 0, 0, 2017, April, Wednesday, 6:50 pm, 60, Dry, N, Daylight, Rear End, Not Injured, N, N
US, 2, 0, 0, 0, 2017, April, Thursday, 9:56 am, 50, Dry, N, Daylight, Side Swipe, Not Injured, N, N
US, 2, 0, 0, 0, 2017, April, Friday, 12:30 am, 40, Dry, N, Daylight, Right Angle, Not Injured, N, N
US, 2, 0, 0, 0, 2017, April, Tuesday, 6:29 am, 40, Wet, N, Daylight, Right Angle, Not Injured, N, N
US, 2, 0, 0, 0, 2017, April, Tuesday, 1:13 pm, 60, Wet, N, Daylight, Right Angle, Not Injured, N, N
US, 2, 0, 0, 0, 2017, April, Friday, 8:20 am, 40, Dry, N, Daylight, Rear End, Not Injured, N, Y
US, 3, 0, 0, 0, 2017, April, Friday, 1:30 pm, 40, Dry, N, Daylight, Right Angle, Not Injured, N, N
US, 2, 0, 0, 1, 2017, April, Friday, 10:40 am, 60, Dry, N, Daylight, Rear End, Minor Injury, N, N
US, 2, 0, 0, 0, 2017, April, Friday, 3:10 pm, 60, Dry, N, Daylight, Rear End, Minor Injury, N, N
US, 2, 0, 0, 0, 2017, April, Friday, 3:25 pm, 40, Dry, N, Daylight, Side Swipe, Minor Injury, N, N
US, 3, 0, 0, 0, 2017, April, Saturday, 1:00 am, 70, Dry, N, Night, Rear End, Not Injured, N, N
US, 2, 0, 0, 0, 2017, April, Saturday, 11:28 am, 40, Dry, N, Daylight, Right Angle, Not Injured, N, N
US, 2, 0, 0, 0, 2017, April, Saturday, 7:35 am, 40, Dry, N, Daylight, Rear End, Not Injured, N, N
US, 2, 0, 0, 0, 2017, April, Saturday, 1:18 pm, 40, Dry, N, Daylight, Right Angle, Not Injured, N, N
US, 2, 0, 0, 0, 2017, April, Thursday, 2:55 pm, 40, Dry, N, Daylight, Right Angle, Not Injured, N, N
US, 2, 0, 0, 0, 2017, April, Saturday, 3:57 pm, 40, Dry, N, Daylight, Rear End, Not Injured, N, N
US, 3, 0, 0, 1, 2017, April, Saturday, 6:31 pm, 60, Dry, N, Daylight, Right Angle, Minor Injury, N, N
US, 2, 0, 0, 4, 2017, April, Saturday, 9:05 pm, 60, Dry, N, Night, Rear End, Minor Injury, N, Y
US, 2, 0, 0, 0, 2017, April, Thursday, 9:36 am, 90, Dry, N, Daylight, Right Angle, Not Injured, N, N
US, 2, 0, 0, 0, 2017, April, Thursday, 8:00 am, 60, Wet, Y, Daylight, Right Angle, Minor Injury, N, N
US, 2, 0, 0, 0, 2017, April, Saturday, 12:41 am, 40, Dry, N, Night, Right Angle, Not Injured, N, N
US, 2, 0, 0, 0, 2017, April, Friday, 3:42 pm, 20, Dry, N, Daylight, Right Angle, Not Injured, N, N
US, 2, 0, 0, 0, 2017, April, Friday, 2:30 am, 40, Dry, N, Night, Rear End, Not Injured, Y, N
US, 2, 0, 0, 0, 2017, April, Sunday, 3:24 pm, 40, Dry, N, Daylight, Side Swipe, Not Injured, N, N
US, 2, 0, 0, 0, 2017, April, Saturday, 10:25 pm, 40, Dry, N, Night, Rear End, Not Injured, N, N
US, 2, 0, 0, 0, 2017, April, Sunday, 5:43 pm, 60, Wet, Y, Daylight, Right Angle, Not Injured, N, N
US, 2, 0, 0, 0, 2017, April, Sunday, 6:46 pm, 40, Dry, N, Daylight, Side Swipe, Not Injured, N, N
US, 2, 0, 0, 0, 2017, April, Sunday, 5:40 pm, 60, Wet, Y, Daylight, Head On, Not Injured, Y, Y
US, 2, 0, 0, 0, 2017, April, Sunday, 8:30 pm, 40, Dry, N, Night, Rear End, Not Injured, N, N
US, 2, 0, 0, 0, 2017, April, Sunday, 4:45 pm, 60, Dry, N, Daylight, Side Swipe, Not Injured, N, N
US, 6, 0, 0, 0, 2017, April, Monday, 12:31 am, 40, Wet, Y, Night, Side Swipe, Not Injured, Y, N
US, 2, 0, 0, 0, 2017, April, Sunday, 1:00 am, 40, Dry, N, Night, Rear End, Not Injured, Y, N
US, 3, 0, 0, 0, 2017, April, Monday, 2:15 am, 40, Wet, Y, Night, Rear End, Not Injured, N, N
US, 2, 0, 0, 0, 2017, April, Sunday, 11:57 am, 30, Dry, N, Daylight, Side Swipe, Minor Injury, N, N
US, 2, 0, 0, 0, 2017, April, Monday, 10:25 am, 60, Dry, N, Daylight, Right Angle, Not Injured, N, N
US, 2, 0, 0, 0, 2017, April, Monday, 12:54 am, 40, Dry, N, Daylight, Right Angle, Not Injured, N, N
US, 2, 0, 0, 0, 2017, April, Monday, 1:54 pm, 40, Dry, N, Daylight, Rear End, Not Injured, N, N
US, 2, 0, 0, 0, 2017, April, Monday, 3:15 pm, 60, Dry, N, Daylight, Rear End, Not Injured, N, N
US, 2, 0, 1, 0, 2017, April, Monday, 4:10 pm, 40, Dry, N, Daylight, Hit Pedestrian, Major Injury, N, N
US, 2, 0, 0, 0, 2017, April, Monday, 2:11 pm, 60, Dry, N, Daylight, Right Angle, Not Injured, N, N
US, 3, 0, 0, 0, 2017, April, Monday, 3:50 pm, 40, Dry, N, Daylight, Rear End, Not Injured, N, N
US, 2, 0, 0, 0, 2017, April, Monday, 5:14 pm, 40, Dry, N, Daylight, Head On, Minor Injury, N, N
US, 4, 0, 0, 1, 2017, April, Thursday, 10:36 am, 60, Dry, N, Daylight, Rear End, Minor Injury, N, N
US, 2, 0, 0, 0, 2017, April, Sunday, 1:00 am, 90, Dry, N, Night, Rear End, Minor Injury, N, N
US, 2, 0, 0, 0, 2017, April, Friday, 7:21 pm, 70, Dry, N, Daylight, Right Angle, Not Injured, N, N
US, 4, 0, 0, 0, 2017, April, Monday, 6:32 pm, 40, Dry, N, Daylight, Rear End, Not Injured, N, N
US, 2, 0, 0, 0, 2017, April, Monday, 10:10 pm, 40, Dry, N, Night, Rear End, Not Injured, N, N
US, 2, 0, 0, 0, 2017, April, Monday, 10:25 pm, 60, Dry, N, Night, Right Angle, Minor Injury, N, N
US, 2, 0, 0, 0, 2017, April, Tuesday, 7:45 am, 40, Dry, N, Daylight, Right Angle, Minor Injury, N, N
US, 2, 0, 0, 0, 2017, April, Sunday, 10:13 am, 40, Dry, N, Daylight, Right Angle, Minor Injury, N, N
US, 2, 0, 0, 0, 2017, April, Tuesday, 8:37 am, 40, Dry, N, Daylight, Head On, Not Injured, N, N
US, 2, 0, 0, 0, 2017, April, Saturday, 12:25 am, 60, Dry, N, Daylight, Rear End, Not Injured, N, N
US, 2, 0, 0, 0, 2017, April, Tuesday, 8:02 am, 90, Dry, N, Daylight, Right Angle, Not Injured, N, N
US, 2, 0, 0, 0, 2017, April, Monday, 11:32 am, 60, Dry, N, Daylight, Rear End, Not Injured, N, N
US, 2, 0, 0, 0, 2017, April, Tuesday, 12:30 am, 60, Dry, N, Daylight, Rear End, Not Injured, N, N
US, 2, 0, 1, 0, 2017, April, Tuesday, 2:25 pm, 40, Dry, N, Daylight, Head On, Major Injury, N, N
US, 2, 0, 0, 0, 2017, April, Tuesday, 4:49 pm, 60, Dry, N, Daylight, Rear End, Minor Injury, N, N
US, 2, 0, 0, 0, 2017, April, Tuesday, 5:15 pm, 40, Dry, N, Daylight, Side Swipe, Not Injured, N, N
US, 2, 0, 0, 0, 2017, April, Monday, 9:43 pm, 60, Dry, N, Night, Head On, Not Injured, N, N
US, 4, 0, 0, 1, 2017, April, Tuesday, 6:19 pm, 40, Dry, N, Daylight, Rear End, Minor Injury, N, N
US, 2, 0, 0, 0, 2017, March, Tuesday, 4:31 pm, 70, Dry, N, Daylight, Rear End, Not Injured, N, N
US, 2, 0, 0, 0, 2017, March, Thursday, 5:16 pm, 90, Dry, N, Night, Side Swipe, Not Injured, N, N
US, 5, 0, 0, 0, 2017, April, Friday, 3:25 pm, 90, Dry, N, Daylight, Rear End, Not Injured, N, N
US, 2, 0, 0, 0, 2017, April, Wednesday, 5:54 pm, 60, Dry, N, Daylight, Rear End, Not Injured, N, N
US, 2, 0, 0, 0, 2017, March, Friday, 2:15 pm, 90, Wet, Y, Daylight, Side Swipe, Not Injured, N, N
US, 2, 0, 0, 0, 2017, April, Saturday, 8:10 am, 110, Dry, N, Daylight, Rear End, Minor Injury, N, N
US, 3, 0, 0, 0, 2017, April, Tuesday, 2:23 pm, 90, Dry, N, Daylight, Rear End, Not Injured, N, N
US, 3, 0, 0, 0, 2017, April, Thursday, 7:29 am, 90, Dry, N, Daylight, Rear End, Not Injured, N, N
US, 2, 0, 0, 0, 2017, April, Friday, 10:10 pm, 90, Dry, N, Night, Rear End, Not Injured, N, N
US, 3, 0, 0, 0, 2017, April, Sunday, 6:18 pm, 90, Wet, N, Daylight, Rear End, Not Injured, N, N
US, 3, 0, 0, 1, 2017, April, Friday, 12:24 am, 60, Dry, N, Daylight, Rear End, Minor Injury, N, N
US, 2, 0, 0, 0, 2017, April, Wednesday, 7:30 am, 60, Wet, N, Daylight, Rear End, Not Injured, N, N
US, 2, 0, 0, 0, 2017, April, Wednesday, 8:00 am, 40, Dry, N, Daylight, Rear End, Not Injured, N, N
US, 2, 0, 0, 0, 2017, April, Tuesday, 12:26 am, 40, Dry, N, Daylight, Right Angle, Not Injured, N, N
US, 2, 0, 0, 0, 2017, April, Wednesday, 9:13 am, 60, Dry, N, Daylight, Right Angle, Not Injured, N, N
US, 3, 0, 0, 1, 2017, April, Tuesday, 1:50 pm, 70, Dry, N, Daylight, Rear End, Minor Injury, N, N
US, 3, 0, 0, 0, 2017, April, Wednesday, 9:23 am, 40, Dry, N, Daylight, Side Swipe, Not Injured, N, N
US, 2, 0, 0, 1, 2017, March, Wednesday, 2:38 pm, 40, Dry, N, Daylight, Rear End, Minor Injury, N, N
US, 2, 0, 0, 0, 2017, April, Wednesday, 11:40 am, 40, Dry, N, Daylight, Right Angle, Not Injured, N, N
US, 2, 0, 0, 0, 2017, March, Tuesday, 1:42 pm, 60, Wet, Y, Daylight, Rear End, Not Injured, N, N
US, 2, 0, 1, 0, 2017, April, Wednesday, 3:25 pm, 40, Dry, N, Daylight, Side Swipe, Major Injury, N, N
US, 2, 0, 0, 0, 2017, April, Wednesday, 5:06 pm, 60, Dry, N, Daylight, Right Angle, Not Injured, N, N
US, 2, 0, 0, 2, 2017, April, Wednesday, 6:18 pm, 70, Dry, N, Daylight, Rear End, Minor Injury, N, N
US, 2, 0, 0, 0, 2017, April, Tuesday, 7:25 am, 40, Dry, N, Daylight, Right Angle, Not Injured, N, N
US, 2, 0, 0, 0, 2017, April, Wednesday, 6:43 pm, 40, Dry, N, Daylight, Rear End, Not Injured, N, N
US, 2, 0, 0, 0, 2017, April, Wednesday, 7:52 pm, 40, Dry, N, Night, Rear End, Minor Injury, N, N
US, 2, 0, 2, 0, 2017, April, Wednesday, 3:47 pm, 50, Dry, N, Daylight, Head On, Major Injury, N, N
US, 2, 0, 0, 0, 2017, April, Wednesday, 10:10 pm, 40, Dry, N, Night, Right Angle, Not Injured, N, N
US, 2, 0, 0, 0, 2017, April, Wednesday, 9:41 am, 60, Dry, N, Daylight, Right Angle, Not Injured, N, N
US, 2, 0, 0, 0, 2017, April, Wednesday, 6:48 am, 40, Wet, Y, Daylight, Head On, Minor Injury, N, N
US, 2, 0, 0, 0, 2017, April, Wednesday, 11:25 am, 60, Dry, N, Daylight, Right Angle, Not Injured, N, N
US, 2, 0, 0, 0, 2017, April, Thursday, 7:26 am, 60, Dry, N, Daylight, Right Angle, Not Injured, N, N
US, 2, 0, 0, 1, 2017, April, Thursday, 8:28 am, 40, Dry, N, Daylight, Right Angle, Minor Injury, N, N
US, 2, 0, 0, 0, 2017, April, Wednesday, 1:37 pm, 40, Dry, N, Daylight, Right Angle, Not Injured, N, N
US, 4, 1, 0, 2, 2017, April, Tuesday, 2:49 pm, 40, Dry, N, Daylight, Right Angle, Fatal, N, N
US, 2, 0, 0, 0, 2017, April, Wednesday, 9:55 am, 40, Dry, N, Daylight, Right Angle, Minor Injury, N, N
US, 2, 0, 0, 0, 2017, April, Thursday, 7:30 am, 60, Dry, N, Daylight, Right Angle, Not Injured, N, N
US, 2, 0, 0, 0, 2017, April, Wednesday, 6:30 pm, 40, Dry, N, Daylight, Head On, Not Injured, N, N
US, 3, 0, 0, 0, 2017, April, Wednesday, 9:25 pm, 60, Dry, N, Night, Side Swipe, Minor Injury, Y, N
US, 2, 0, 0, 0, 2017, March, Thursday, 5:16 pm, 60, Dry, N, Daylight, Right Angle, Minor Injury, N, N
US, 2, 0, 1, 0, 2017, April, Thursday, 2:40 pm, 40, Dry, N, Daylight, Hit Pedestrian, Major Injury, N, N
US, 2, 0, 0, 0, 2017, April, Thursday, 4:35 pm, 40, Dry, N, Daylight, Right Angle, Not Injured, N, N
US, 2, 0, 0, 0, 2017, April, Thursday, 4:06 pm, 40, Dry, N, Daylight, Rear End, Not Injured, N, N
US, 5, 0, 0, 1, 2017, April, Friday, 6:00 pm, 90, Dry, N, Night, Rear End, Minor Injury, N, N
US, 2, 0, 0, 0, 2017, April, Thursday, 6:25 am, 90, Wet, N, Daylight, Side Swipe, Not Injured, N, N
US, 4, 0, 0, 0, 2017, April, Thursday, 5:11 pm, 60, Dry, N, Daylight, Side Swipe, Not Injured, N, N
US, 2, 0, 0, 0, 2017, April, Thursday, 3:55 pm, 20, Dry, N, Daylight, Head On, Not Injured, N, N
US, 2, 0, 0, 0, 2017, April, Thursday, 3:26 pm, 50, Wet, N, Daylight, Right Angle, Not Injured, N, N
US, 2, 0, 0, 0, 2017, April, Thursday, 3:10 pm, 20, Dry, N, Daylight, Head On, Not Injured, N, N
US, 2, 0, 0, 0, 2017, April, Thursday, 5:35 pm, 40, Dry, N, Daylight, Right Angle, Not Injured, N, N
US, 5, 0, 0, 0, 2017, April, Thursday, 6:41 pm, 70, Dry, N, Night, Rear End, Not Injured, N, N
US, 2, 0, 0, 2, 2017, April, Wednesday, 10:30 pm, 60, Dry, N, Night, Rear End, Minor Injury, N, N
US, 2, 0, 0, 1, 2017, April, Wednesday, 6:33 pm, 40, Dry, N, Daylight, Right Angle, Minor Injury, N, N
US, 6, 0, 0, 0, 2017, April, Thursday, 7:25 am, 40, Dry, N, Daylight, Right Angle, Minor Injury, N, N
US, 2, 0, 0, 1, 2017, April, Thursday, 11:00 pm, 40, Dry, N, Night, Rear End, Minor Injury, N, N
US, 2, 0, 0, 0, 2017, April, Thursday, 10:51 am, 90, Dry, N, Daylight, Rear End, Not Injured, N, N
US, 2, 0, 0, 0, 2017, April, Thursday, 7:50 am, 40, Dry, N, Daylight, Rear End, Not Injured, N, N
US, 3, 0, 0, 2, 2017, April, Friday, 6:38 am, 60, Wet, N, Daylight, Rear End, Minor Injury, N, N
US, 2, 0, 0, 0, 2017, April, Friday, 1:30 am, 40, Wet, N, Night, Rear End, Not Injured, Y, N
US, 2, 0, 0, 1, 2017, April, Wednesday, 2:20 pm, 60, Dry, N, Daylight, Right Angle, Minor Injury, N, N
US, 3, 0, 0, 0, 2017, April, Thursday, 9:56 am, 60, Dry, N, Daylight, Right Angle, Not Injured, N, N
US, 2, 0, 0, 2, 2017, April, Friday, 1:12 pm, 60, Dry, N, Daylight, Rear End, Minor Injury, N, N
US, 2, 0, 0, 0, 2017, April, Friday, 2:00 pm, 40, Dry, N, Daylight, Right Angle, Not Injured, N, N
US, 2, 0, 1, 0, 2017, April, Friday, 2:03 pm, 20, Dry, N, Daylight, Right Angle, Major Injury, N, N
US, 3, 0, 0, 0, 2017, April, Friday, 3:11 pm, 70, Dry, N, Daylight, Rear End, Not Injured, N, N
US, 2, 0, 0, 0, 2017, April, Friday, 3:42 pm, 60, Dry, N, Daylight, Head On, Minor Injury, N, N
US, 2, 0, 0, 0, 2017, April, Saturday, 1:00 am, 40, Dry, N, Night, Right Angle, Not Injured, N, N
US, 2, 0, 0, 0, 2017, April, Sunday, 1:12 pm, 40, Dry, N, Daylight, Head On, Not Injured, N, N
US, 3, 0, 0, 0, 2017, April, Friday, 5:06 pm, 60, Dry, N, Daylight, Rear End, Not Injured, N, N
US, 2, 0, 0, 0, 2017, April, Friday, 7:45 pm, 40, Dry, N, Night, Right Angle, Not Injured, N, N
US, 2, 0, 0, 0, 2017, April, Friday, 7:35 pm, 60, Dry, N, Daylight, Head On, Not Injured, N, N
US, 3, 0, 0, 3, 2017, April, Friday, 8:30 pm, 70, Dry, N, Night, Rear End, Minor Injury, N, N
US, 2, 0, 0, 0, 2017, April, Friday, 7:00 pm, 40, Dry, N, Daylight, Right Angle, Not Injured, N, N
US, 2, 0, 0, 2, 2017, April, Friday, 7:00 am, 60, Dry, N, Daylight, Right Angle, Minor Injury, N, N
US, 2, 0, 0, 0, 2017, April, Friday, 11:07 pm, 40, Dry, N, Night, Right Angle, Not Injured, N, N
US, 2, 0, 0, 1, 2017, April, Saturday, 12:50 am, 40, Dry, N, Night, Right Angle, Minor Injury, N, N
US, 2, 0, 0, 0, 2017, April, Saturday, 9:40 am, 40, Dry, N, Daylight, Rear End, Minor Injury, N, N
US, 3, 0, 0, 4, 2017, April, Friday, 3:43 pm, 40, Dry, N, Daylight, Rear End, Minor Injury, N, N
US, 2, 0, 0, 0, 2017, April, Saturday, 9:55 am, 40, Dry, N, Daylight, Rear End, Not Injured, N, N
US, 2, 0, 0, 0, 2017, April, Saturday, 11:15 am, 40, Dry, N, Daylight, Right Angle, Not Injured, N, N
US, 4, 0, 0, 0, 2017, April, Friday, 6:24 pm, 40, Dry, N, Daylight, Right Angle, Not Injured, N, N
US, 2, 0, 0, 0, 2017, April, Monday, 4:45 pm, 60, Dry, N, Daylight, Head On, Not Injured, N, N
US, 3, 0, 0, 0, 2017, April, Thursday, 6:25 pm, 60, Dry, N, Daylight, Rear End, Not Injured, N, N
US, 2, 0, 0, 0, 2017, April, Thursday, 3:30 pm, 60, Dry, N, Daylight, Rear End, Not Injured, N, N
US, 2, 0, 0, 0, 2017, April, Saturday, 2:25 pm, 70, Dry, N, Daylight, Head On, Minor Injury, N, N
US, 3, 0, 0, 0, 2017, April, Saturday, 3:45 pm, 40, Dry, N, Daylight, Rear End, Not Injured, N, N
US, 3, 0, 0, 0, 2017, April, Saturday, 4:01 pm, 60, Dry, N, Daylight, Right Angle, Not Injured, N, N
US, 2, 0, 0, 0, 2017, April, Saturday, 4:41 pm, 40, Dry, N, Daylight, Right Angle, Not Injured, N, N
US, 2, 0, 0, 0, 2017, April, Saturday, 3:26 pm, 70, Dry, N, Daylight, Rear End, Not Injured, N, N
US, 2, 0, 0, 0, 2017, April, Saturday, 9:38 pm, 40, Dry, N, Night, Hit Pedestrian, Minor Injury, N, N
US, 2, 0, 1, 1, 2017, April, Friday, 7:08 pm, 40, Dry, N, Daylight, Right Angle, Major Injury, N, N
US, 3, 0, 0, 0, 2017, April, Saturday, 1:40 am, 40, Dry, N, Night, Right Angle, Not Injured, Y, N
US, 2, 0, 0, 0, 2017, April, Sunday, 4:57 pm, 40, Dry, N, Daylight, Side Swipe, Not Injured, N, N
US, 3, 0, 0, 0, 2017, April, Sunday, 8:50 am, 60, Dry, N, Daylight, Head On, Minor Injury, N, N
US, 3, 0, 0, 0, 2017, April, Friday, 5:15 pm, 40, Dry, N, Daylight, Side Swipe, Not Injured, N, N
US, 2, 0, 0, 0, 2017, April, Sunday, 8:35 am, 60, Dry, N, Daylight, Right Angle, Not Injured, N, N
US, 4, 0, 0, 0, 2017, April, Sunday, 7:34 pm, 90, Wet, N, Daylight, Rear End, Not Injured, N, N
US, 2, 0, 0, 0, 2017, April, Saturday, 11:02 pm, 60, Dry, N, Night, Side Swipe, Not Injured, N, N
US, 2, 0, 0, 1, 2017, April, Sunday, 3:54 pm, 40, Dry, N, Daylight, Right Angle, Minor Injury, N, N
US, 2, 0, 0, 0, 2017, April, Sunday, 3:35 am, 40, Dry, N, Night, Right Angle, Not Injured, Y, N
US, 2, 0, 0, 0, 2017, April, Tuesday, 7:26 am, 40, Dry, N, Daylight, Side Swipe, Not Injured, N, N
US, 2, 0, 0, 1, 2017, April, Sunday, 2:47 am, 40, Dry, N, Night, Rear End, Minor Injury, N, N
US, 2, 0, 0, 2, 2017, April, Saturday, 12:22 am, 60, Dry, N, Night, Rear End, Minor Injury, N, N
US, 2, 0, 0, 1, 2017, April, Sunday, 11:39 am, 40, Dry, N, Daylight, Hit Pedestrian, Minor Injury, N, N
US, 2, 0, 0, 0, 2017, April, Sunday, 4:50 pm, 40, Dry, N, Daylight, Right Angle, Not Injured, N, N
US, 2, 0, 0, 0, 2017, April, Monday, 7:40 am, 40, Dry, N, Daylight, Rear End, Minor Injury, N, N
US, 2, 0, 0, 0, 2017, April, Monday, 8:20 am, 60, Dry, N, Daylight, Rear End, Not Injured, N, N
US, 2, 0, 0, 1, 2017, April, Monday, 9:20 am, 40, Dry, N, Daylight, Right Angle, Minor Injury, N, N
US, 2, 0, 0, 0, 2017, April, Sunday, 12:06 am, 40, Dry, N, Daylight, Right Angle, Not Injured, N, N
US, 2, 0, 1, 1, 2017, April, Monday, 10:01 am, 40, Dry, N, Daylight, Rear End, Major Injury, N, N
US, 2, 0, 0, 0, 2017, April, Monday, 10:50 am, 40, Dry, N, Daylight, Head On, Not Injured, N, N
US, 2, 0, 0, 0, 2017, April, Thursday, 8:58 am, 60, Dry, N, Daylight, Right Angle, Not Injured, N, N
US, 2, 0, 0, 0, 2017, April, Monday, 12:10 am, 60, Dry, N, Daylight, Right Angle, Not Injured, N, N
US, 3, 0, 0, 0, 2017, April, Monday, 1:55 pm, 40, Dry, N, Daylight, Rear End, Not Injured, N, N
US, 2, 0, 0, 0, 2017, April, Monday, 2:42 pm, 60, Dry, N, Daylight, Right Angle, Not Injured, N, N
US, 3, 0, 0, 1, 2017, April, Sunday, 4:10 pm, 60, Dry, N, Daylight, Head On, Minor Injury, Y, N
US, 2, 0, 0, 0, 2017, April, Monday, 4:20 pm, 40, Dry, N, Daylight, Hit Pedestrian, Minor Injury, N, N
US, 3, 0, 0, 1, 2017, April, Saturday, 12:56 am, 40, Dry, N, Night, Rear End, Minor Injury, N, N
US, 2, 0, 0, 0, 2017, April, Monday, 5:15 pm, 40, Dry, N, Daylight, Right Angle, Not Injured, N, N
US, 2, 0, 0, 0, 2017, April, Wednesday, 6:56 pm, 110, Dry, N, Daylight, Side Swipe, Not Injured, N, N
US, 3, 0, 0, 0, 2017, April, Monday, 5:55 pm, 40, Dry, N, Daylight, Right Angle, Not Injured, N, N
US, 2, 0, 0, 0, 2017, April, Monday, 6:10 pm, 70, Wet, Y, Night, Rear End, Not Injured, N, N
US, 2, 0, 0, 1, 2017, April, Monday, 3:27 pm, 60, Dry, N, Daylight, Rear End, Minor Injury, N, N
US, 2, 0, 1, 0, 2017, April, Saturday, 12:12 am, 40, Dry, N, Night, Head On, Major Injury, Y, N
US, 3, 0, 0, 0, 2017, April, Tuesday, 11:27 pm, 60, Dry, N, Night, Rear End, Not Injured, Y, N
US, 2, 0, 0, 0, 2017, April, Tuesday, 3:00 am, 40, Dry, N, Night, Rear End, Not Injured, Y, N
US, 3, 0, 0, 0, 2017, April, Monday, 1:51 pm, 50, Dry, N, Daylight, Right Angle, Minor Injury, N, N
US, 2, 0, 0, 1, 2017, April, Monday, 2:50 pm, 60, Dry, N, Daylight, Head On, Minor Injury, N, N
US, 2, 0, 0, 0, 2017, April, Tuesday, 8:20 am, 60, Wet, Y, Daylight, Rear End, Not Injured, N, N
US, 2, 0, 0, 0, 2017, April, Tuesday, 8:05 am, 60, Wet, Y, Daylight, Right Angle, Not Injured, N, N
US, 2, 0, 0, 0, 2017, April, Tuesday, 12:30 am, 40, Dry, N, Daylight, Head On, Not Injured, N, N
US, 2, 0, 0, 0, 2017, April, Tuesday, 3:00 pm, 40, Wet, Y, Daylight, Hit Pedestrian, Minor Injury, N, N
US, 3, 0, 1, 2, 2017, April, Tuesday, 3:20 pm, 40, Dry, N, Daylight, Rear End, Major Injury, N, N
US, 2, 0, 0, 0, 2017, April, Tuesday, 3:30 pm, 70, Wet, Y, Daylight, Right Angle, Not Injured, N, N
US, 3, 0, 0, 2, 2017, April, Tuesday, 12:03 am, 70, Dry, N, Daylight, Rear End, Minor Injury, N, N
US, 2, 0, 0, 0, 2017, April, Tuesday, 4:34 pm, 40, Wet, Y, Daylight, Right Angle, Minor Injury, N, N
US, 2, 0, 0, 0, 2017, April, Tuesday, 5:56 pm, 60, Wet, Y, Daylight, Right Angle, Not Injured, N, N
US, 2, 0, 0, 0, 2017, April, Sunday, 10:40 am, 90, Dry, N, Daylight, Rear End, Not Injured, N, N
US, 3, 0, 0, 0, 2017, April, Tuesday, 5:36 pm, 40, Wet, Y, Daylight, Rear End, Minor Injury, N, N
US, 2, 0, 0, 1, 2017, April, Tuesday, 6:49 pm, 40, Wet, N, Daylight, Hit Pedestrian, Minor Injury, Y, N
US, 3, 0, 0, 0, 2017, April, Thursday, 9:38 pm, 60, Dry, N, Night, Side Swipe, Not Injured, N, Y
US, 4, 0, 0, 2, 2017, April, Tuesday, 5:05 pm, 60, Wet, Y, Daylight, Right Angle, Minor Injury, N, N
US, 3, 0, 0, 1, 2017, April, Monday, 7:17 am, 60, Dry, N, Daylight, Rear End, Minor Injury, N, N
US, 3, 0, 0, 0, 2017, April, Tuesday, 3:20 pm, 50, Dry, N, Daylight, Side Swipe, Minor Injury, N, N
US, 2, 0, 0, 0, 2017, April, Tuesday, 11:21 pm, 40, Wet, N, Night, Rear End, Not Injured, Y, N
US, 3, 0, 0, 0, 2017, February, Wednesday, 4:43 pm, 90, Dry, N, Daylight, Rear End, Not Injured, N, N
US, 4, 0, 0, 5, 2017, March, Friday, 3:35 pm, 90, Dry, N, Daylight, Rear End, Minor Injury, N, N
